,a,b,wt,wt_b,genes
91,1.6750854873313237,1.6524893376686987,1.679646776563084,1.5370002554393678,PA14_01100
92,1.509836087830127,1.4325701344606798,1.5125925659050907,1.4207503365477532,PA14_01110
93,1.7251234748810902,1.6248515715454972,1.8439982639086079,1.677117806752371,PA14_01120
94,1.9175538915689472,1.8584015998918568,2.079497844937631,1.9748934225370938,PA14_01130
95,1.2610742821755647,1.2916197249192907,1.4134283421571452,1.3927104251468665,PA14_01140
96,1.7149206753131456,1.7544631717673849,1.922380552531961,1.8723257240694893,PA14_01150
97,2.1726871779187,2.155271181826941,2.287194022914019,2.154683129104708,PA14_01160
98,1.1735156444508614,1.287259976715804,1.448310595383548,1.32011706521346,PA14_01170
99,1.3413917206206893,1.3716204871542765,1.5124015883190263,1.399769733377263,PA14_01180
100,1.0265642890370439,1.1244010418806036,1.2093032365813265,1.2122036676739516,PA14_01190
101,1.905087156330105,1.9057089310883606,1.9263466759849608,1.865392458424155,PA14_01200
102,1.9791645156354083,1.9076829815709657,1.9333143601337608,1.7958482821130977,PA14_01220
103,1.2289080385534485,1.2201326885559574,1.305388073519194,1.2695774566733509,PA14_01230
104,2.3041352642596866,2.2720158388619387,2.3283576206492085,2.201291824370105,PA14_01240
105,1.6026099422922986,1.6185965511338236,1.5227106094607668,1.4966464697650144,PA14_01250
106,2.0287115782998164,1.9584917652395581,2.025628145803966,2.016332220335146,PA14_01270
107,3.0318422406517467,2.9953421121150456,3.0863329096341414,2.9291209903137494,coxB
108,2.6943830183813295,2.7061915847793307,2.776081923897427,2.6251479169730554,coxA
109,2.4429537365512886,2.43107668412469,2.516834631342619,2.3851491206083693,PA14_01310
110,2.807589648665041,2.770734019740017,2.8882484277802254,2.74111882832334,coIII
111,2.9526397437780427,2.942338709368784,3.0339469122878997,3.0200162349863,PA14_01330
112,1.9401638629369748,1.9055207961662068,2.01170920494388,1.844916017596762,PA14_01340
113,1.8365595748918757,1.8282999845944519,1.8673376192843432,1.8751580145825752,PA14_01350
114,1.71079712899276,1.6601236657245788,1.7967673350484827,1.657360146005545,PA14_01360
115,2.012338878596066,1.9964782049287153,2.095734586950014,1.9682115171181838,PA14_01380
116,2.2103226604551764,2.1861566180559104,2.226292877831015,2.196622879919752,PA14_01390
117,1.6409089157469023,1.543061854230746,1.7287624573941782,1.66337187234095,PA14_01400
118,1.822301474471398,1.81680502110799,1.9636228108772744,1.8553167738706091,PA14_01410
119,0.7871562921665861,0.826837165898286,1.0003563376667797,0.9932528348989227,PA14_01430
120,1.0342715634115773,0.9989765483270737,1.1875568292294616,1.247234038112397,PA14_01440
121,1.0804671246362347,1.0973279623738064,1.2247247314075118,1.1551241518187279,PA14_01460
122,1.3945350512348709,1.3947496819725296,1.560419344883185,1.5374420286500876,PA14_01470
123,0.9662838956977644,0.9375135869140457,1.1757962813454115,1.0802550434940676,PA14_01480
124,4.22400105244645,4.262621485556568,4.267006898334934,4.240028309988463,PA14_01490
125,2.634339683929343,2.6513796235295994,2.744328430200179,2.6148724852097733,PA14_01500
126,1.4170450886078456,1.321488027971824,1.6911381404186456,1.61813220952367,PA14_01510
127,1.423916481668502,1.5622499677264559,1.7343744410278894,1.772197143621,PA14_01520
128,1.406492666018549,1.502793767150738,1.6614863931719988,1.678619846965532,PA14_01540
129,1.267922341916024,1.2373201576764579,1.4049117641226814,1.4284027243741757,PA14_01550
130,1.6625732432677236,1.4842227849682599,1.7001948217695022,1.599759552398582,PA14_01560
131,1.2874620968535448,1.2432774534100972,1.3656193108473187,1.2877752933518634,gabP
132,1.9815778526829098,1.8815735495936432,2.1018102210642122,1.961632592669487,PA14_01600
133,1.4082552703600777,1.308459968652606,1.4764341531307212,1.4958752767438361,PA14_01610
134,1.1268825541836727,1.0537926953161298,1.2206335554382493,1.156851517619592,aptA
135,1.0712911538754515,1.0740997275874933,1.2256496220249284,1.2109469295271855,PA14_01640
136,1.4118307470461502,1.4349173471685897,1.4922443311715885,1.4058354496765497,PA14_01660
137,0.46905826658402683,0.5002078890997582,0.6730442855582195,0.8760212812718151,PA14_01670
138,0.4818782949395467,0.48898231181097884,0.5264511515849852,0.80866827900387,PA14_01680
139,0.9123716959107796,0.792464583071617,1.0106615227958844,1.0022814020540258,PA14_01690
140,2.9230306636888304,2.9408065580615985,3.1114112253155235,2.947258836387966,ahpC
141,1.4860745900667738,1.4401504762690447,1.8490124329139677,1.545259392056529,ahpF
142,2.124042268769384,2.1509646594627077,2.5066448735467866,2.2848407342092334,PA14_01730
143,0.7253874565375108,0.667368700274429,0.8559156646989015,1.035580287067849,PA14_01750
144,1.8306751354855053,1.7900058466700437,1.922036584918063,1.8641264189362121,nuh
145,1.5348686311509028,1.4397351816366115,1.5709186608199275,1.4942738783296714,PA14_01770
146,1.3785697523397753,1.3786882941516256,1.4762571947731837,1.4366283031807245,PA14_01780
147,1.1221775246072205,1.0346632978759862,1.291446559785845,1.3725097601676235,PA14_01790
148,0.719568954822224,0.6504795194285939,0.8365023777033452,0.8871707937553838,PA14_01800
149,1.4818485256052285,1.4245188602019982,1.5621413393338865,1.5762974299843575,PA14_01810
150,1.7390557779028573,1.6617584240065109,1.8031632639773667,1.7261741051218333,PA14_01830
151,0.38418494762024274,0.4829882063670672,0.7534717486644681,0.8413014505312754,PA14_01840
152,0.22585639875714966,0.34957213353885863,0.3700868894637825,0.5273492782870193,PA14_01860
153,0.5917298368719753,0.5712449088501009,0.6661906606180055,0.6836674069226907,PA14_01870
154,0.9471166590936088,0.9298197800411252,1.1260117538573022,1.1740518879598705,pcaQ
155,1.3183872900791869,1.4388942468695973,1.632899756543742,1.6650430670125465,pcaH
156,1.2141852017814552,1.2743142685175095,1.581425056445645,1.5617056227282498,pcaG
157,1.4804701346688296,1.4897004161040919,1.6341981857021575,1.6261342717250156,pcaR
158,1.8660196599479888,1.903141490177747,1.763465943476887,1.7311279990882051,PA14_01940
159,1.5324593569404963,1.618842229366416,1.5162449536619804,1.5265623307470648,PA14_01960
160,1.9103804002415536,1.8805991824638693,1.8655477528514857,1.7467467668642351,PA14_01970
161,1.540273893055056,1.496287877049773,1.5869986002741578,1.477130414327988,PA14_01980
162,1.6119147677909011,1.5675492765094678,1.6909195469548313,1.6662198618272184,PA14_01990
163,0.9508213168814997,0.9566236661594655,1.1875568292294616,0.9854449435564169,PA14_02010
164,1.2404004192679072,1.2059592453407106,1.3242220979611279,1.254680887108435,PA14_02020
165,0.846359818703613,0.9139286123538565,1.0669074513161296,1.1704648378879106,PA14_02030
166,0.7658006107086351,0.7652001044447823,0.8972628613984012,0.9628959248535538,PA14_02050
167,1.1510959453579297,1.0766578391275803,1.214367261195563,1.1160414533772556,PA14_02060
168,0.7929538396318188,0.737188419687386,0.8964282971302712,1.0082879421992241,PA14_02070
169,1.679237576330161,1.665219667016224,1.8472437681024652,1.7034602026071233,PA14_02090
170,0.9643131411754043,0.983770557478016,1.0303038263737494,1.0937778419816953,PA14_02100
171,1.0470501002021235,0.9791778832974845,1.1788667366939756,1.131725056671764,PA14_02110
172,1.1297613480599666,1.0165968178589317,1.1146098621365321,1.1711574793739699,PA14_02130
173,0.6157337301800292,0.6794408842760543,0.8810365157306775,0.9480230427915256,PA14_02140
174,0.7370436250224078,0.7265485849476263,0.8627106005117136,0.9617954561278391,PA14_02150
175,1.676641133258119,1.6357377828283628,1.7011566276561405,1.592706751975394,cheB
176,1.94525634556342,1.8927907279466374,1.9241167619449462,1.7849649904164917,PA14_02190
177,2.4808491421707166,2.463419778462933,2.488244838138816,2.3907140821906543,PA14_02200
178,2.726938722153963,2.7238708160476026,2.7952313315209305,2.673827506738792,PA14_02220
179,2.7311054788150875,2.699786496554783,2.7740686392095038,2.7071092069211407,cheW
180,2.448503749715653,2.4162307674271557,2.533076163152606,2.4298786393751532,cheA
181,3.33601517390375,3.3131291068535407,3.415931591096111,3.342497008502337,PA14_02260
182,2.1442157995006883,2.1215320481229,2.3073089763090904,2.229430460738649,PA14_02270
183,1.3256813380903967,1.3074556956445673,1.535623704357786,1.4466562140791703,PA14_02290
184,0.7041587058742739,0.793663943372207,0.921378421404648,1.0670029463563988,fabG_1
185,0.7123924462728703,0.6799704776094958,0.8233831661992685,1.0666636255594801,atsA
186,0.3096049563252563,0.4601543977713486,0.3687073528802689,0.9041150329441584,PA14_02330
187,0.25774991207611425,0.34891402927456366,0.3831115583802655,0.6734402484802554,PA14_02340
188,0.7163302351369198,0.7248776735275091,0.8013548163409089,1.0257701747371146,PA14_02360
189,0.6565905319567792,0.6270119501804619,0.7183514041183728,0.8463076586032248,PA14_02370
190,0.8662907305858738,0.8124476883138627,0.8912069704455974,0.8921712276371659,PA14_02380
191,0.9076037235218456,0.9281150038099011,1.1384313935574792,1.1362286333772444,PA14_02390
192,0.6925293653031221,0.6772894478936998,0.7415607036666433,0.8964792251661468,PA14_02410
193,0.5199392369826067,0.586319783864232,0.7088160520342893,0.9502027514635959,PA14_02420
194,0.7673622521240386,0.6852566147660761,0.9664577898638604,1.0521876411452795,PA14_02435
195,1.572193462158106,1.5330446199464876,1.6647503152248493,1.5929144142046088,PA14_02450
196,1.708406334962385,1.6212346765344685,1.7668982087179923,1.6723911059809968,PA14_02460
197,1.564208488711061,1.5384116696329917,1.6718191665922475,1.5594202627804488,pntB
198,0.6776486807586988,0.6701450653870469,0.9290568866119754,0.9575045666144747,tonB2
199,1.0013686522627774,1.0224287994582004,1.356445243177026,1.2883526189585177,exbB1
200,1.4207863381885764,1.3837416389522728,1.8665458501644019,1.5695603405441538,exbD1
201,1.6888140395533031,1.735717555971315,2.4187178109990257,2.104797184161453,PA14_02520
202,0.7272009925427598,0.7269689759537088,1.1245937194015283,1.0131442526246122,PA14_02530
203,1.6714859791855787,1.54481929606378,1.7204341088857982,1.6301628860577544,mdcA
204,0.8809520147280204,0.8141717714878867,0.9266284495306742,0.8832577006625506,PA14_02560
205,0.9263903201680957,0.8722194566582144,0.9433308302893006,1.0393862325692793,mdcC
206,1.3324536464231183,1.3351524897221172,1.3414713810625396,1.3353054738915282,mdcD
207,1.3630292867497078,1.2447517797817658,1.3193557124907989,1.2701088404522072,mdcE
208,1.055523694386553,0.9875115272817246,1.1150190239620745,1.0175221733781046,PA14_02610
209,1.3216576474614061,1.2811018610002796,1.3364386488399418,1.3410898112467422,PA14_02620
210,1.5576006858212106,1.468079481353212,1.596708026436152,1.4243426625547677,PA14_02630
211,1.5329210839799086,1.4385153612523949,1.5217599492953162,1.4585670872488905,PA14_02640
212,1.4484225783815994,1.332330296819595,1.4715372222688923,1.3876941288097973,PA14_02650
213,1.369093278312561,1.3451904868867024,1.4659720864664028,1.3966526699618496,PA14_02660
214,0.5870539293575822,0.5363912222830232,0.6808711099308195,0.9159975370427419,PA14_02680
215,1.024361112736362,1.0155860738537041,1.2410449089080253,1.2313375267351288,PA14_02690
216,0.7586839167955428,0.7158448268721969,0.7891907514978189,0.9381991933082658,PA14_02700
217,0.5792432503925271,0.5762195965959,0.5952064098352234,0.9851690876436512,PA14_02720
218,1.0852584046315938,1.0455901707915338,1.275982222902499,1.1983775686545826,PA14_02730
219,1.5033061406088233,1.4371888376304114,1.6454600114367857,1.6082994323490907,PA14_02740
220,1.4629710161644047,1.3263433153656725,1.4564032987041058,1.4006541734393934,PA14_02750
221,1.3689244737332324,1.5389604981918217,1.935204687588093,2.022152781036927,PA14_02760
222,1.1560947667638197,1.3433441229761358,1.7374499199284092,1.821037732900755,PA14_02770
223,1.0668192567115762,1.2100718556182306,1.6429892421039185,1.7623989063469536,pcaF
224,1.7989216610143537,1.832210572891601,1.7953929330539256,1.8261456531679305,pcaT
225,1.2102242810792108,1.1804581333365705,1.3618961091417836,1.3489894653719843,pcaB
226,1.450325838449567,1.5193408687000358,1.6502569407159233,1.66486824663248,pcaD
227,1.904771633520264,1.9886959173779697,2.1230704132634424,2.110777256061748,pcaC
228,1.0982809470983645,1.136734984225892,1.2997646076411504,1.3347600089454157,PA14_02870
229,0.8186174154575211,0.8773532682449214,1.0554025460580057,1.1130670765165611,PA14_02890
230,0.8461167744129694,0.8456125897572975,1.2583398483849968,1.3996928260384414,pcaK
231,1.339293814094296,1.3344811685426994,1.723910160085721,1.7410948931579229,PA14_02910
232,0.5093589400742715,0.6979605917396463,1.1167349928852783,1.1733817580655606,PA14_02930
233,0.5926260627831317,0.7751774067296511,1.2965728121426603,1.2547789472923054,PA14_02960
234,0.9597839176233615,1.0890410540437316,1.4209780583343807,1.4772641758993748,PA14_02970
235,1.2684813991846295,1.2663295089772129,1.647467071118201,1.7115646700843563,PA14_02980
236,1.341833238901696,1.453644067945221,1.8489763562201276,1.9162003736357132,PA14_02990
237,1.2556722307914603,1.3349807936046203,1.6185749693638658,1.6515903283740205,PA14_03000
238,1.614749159838199,1.5496329687838553,1.8256591547801755,1.751368220999317,PA14_03010
239,0.5220612115063643,0.5315711774474045,0.7401448530867656,0.9792528273148705,PA14_03020
240,0.9661798942321841,0.9907992240457824,1.1476188266460607,1.2780952953936136,aroQ2
241,0.8565362876688574,0.7963752525777137,0.9680520356684428,1.1224981372688152,PA14_03040
242,0.768878973469975,0.8964808344314084,1.1477474051665655,1.1171553842309474,pobA
243,1.227785834045911,1.1219971367490467,1.4017118498608465,1.3028373495327012,PA14_03070
244,1.7493510754674706,1.7206672528846652,1.9148106668967464,1.808844702654278,PA14_03080
245,2.4255291724476673,2.405848735390288,2.625020106775138,2.5084999847392107,PA14_03090
246,1.1461658592192394,1.0608927993417194,1.1581164699986188,1.054289887041055,PA14_03100
247,1.0185325092374231,0.8518073544178917,0.9217204667205313,0.9810284631385449,PA14_03110
248,1.0637267948763485,0.9478587360899137,1.1303088212600565,1.2222526633636264,PA14_03120
249,0.9729968899108709,0.9157880573183317,1.128104595936677,1.1034594235802735,PA14_03130
250,1.3335570264923184,1.339038304353226,1.4564828643433847,1.4797052180639583,PA14_03150
251,2.474735283012454,2.4360390772960656,2.5784787122853907,2.4894381406698987,PA14_03160
252,3.1366605825080685,3.1134578632002325,3.183932318441279,3.072901869809655,PA14_03163
253,2.3315710262326457,2.2221877823906255,2.333017244747685,2.1886473002188995,PA14_03166
254,1.29358566154754,1.2544396226286432,1.4097287598113577,1.2547166115652981,PA14_03170
255,2.0281442073692433,1.9775737947149525,2.099342175899769,1.9900246792111171,PA14_03180
256,1.84053579550175,1.861973510887546,1.943923292890713,1.8406376299204703,PA14_03190
257,1.414170852779841,1.4529157868885942,1.5239797413435692,1.4903551524360472,PA14_03200
258,1.4025004543176127,1.4084531464826289,1.5871668072132075,1.4139053010876224,PA14_03210
259,1.2448311966962256,1.2843289722536055,1.381481259918335,1.3098874194289272,PA14_03220
260,1.234920405349337,1.7296287962909613,1.5568557599153126,1.4390669522407247,hcpC
261,1.4817400702284877,1.420808712136359,1.5909947869060932,1.487692403232891,PA14_03250
262,1.5972939437136418,1.5696789807052232,1.6971555426188862,1.5791833123537573,PA14_03265
263,1.5227172737625656,1.5052194974662345,1.6347788629415831,1.5558032516606577,PA14_03270
264,1.435432426077595,1.3627896151383947,1.5116058406032178,1.4205807684436087,PA14_03285
265,2.173008841824171,2.120434321257824,2.2025266904861236,2.1112531732019906,PA14_03290
266,1.7410875144065723,1.6105611177524475,1.7652783576759965,1.6158475462728976,PA14_03300
267,1.6310378395410738,1.6011262806738553,1.7795911510621296,1.6993186000841487,PA14_03310
268,1.5664989577801602,1.5391915115237782,1.5205174806655681,1.4159544495368646,PA14_03320
269,1.0740329291004704,1.0549703212015162,1.1273647670016325,1.2353584345619384,PA14_03330
270,1.5726714551378187,1.479502574513508,1.6390016829934813,1.5262860554762387,PA14_03340
271,1.6789500623662352,1.6679406847904616,1.828892417981667,1.7123254935209085,PA14_03350
272,1.5954327731603648,1.5478408299929503,1.693367791184699,1.543839695200637,PA14_03360
273,1.34308494906234,1.2000935275185258,1.4024611396610005,1.4026237362496567,PA14_03370
274,1.6469563836559604,1.5463041602125618,1.696568959066689,1.5801874754335892,PA14_03380
275,1.147240299730558,1.041564583976399,1.1899390827352971,1.1417980106695538,PA14_03390
276,1.2274876228540659,1.2487308529477832,1.2158809583789327,1.277074005736486,PA14_03400
277,0.0,0.0,0.19971012618637377,0.17550103066592643,PA14_03410
278,1.7394219719199624,1.5891867705188705,1.8540162568741785,1.7865971777100016,PA14_03420
279,2.2827029185692487,2.2594626106227977,2.1401306418677777,2.006240030513943,gabD
280,2.212152042489536,2.180235746374336,2.152837794212932,2.0213821123785767,gabT
281,1.2161135879029077,1.1506498371005758,1.268801663436939,1.2232971981113645,PA14_03470
282,0.9600945570355215,0.9442235214077511,1.0974290449295803,1.1325200933335262,PA14_03480
283,1.9775104281720524,1.9733927600638306,2.1352276398039463,2.064167888473287,PA14_03490
284,2.04772199667349,2.04573516334174,2.198469035767719,2.0619838946409055,PA14_03510
285,2.0654856979085516,2.0416349830923144,2.161860114119921,2.066662315864367,PA14_03520
286,1.6066563933497537,1.5338845734730684,1.6976931991323256,1.6284881424372852,PA14_03530
287,0.414576167464901,0.4597649748082117,0.5808267815360854,0.8359073229691433,PA14_03550
288,0.9125046427611974,0.9111641378688096,0.9785223755123591,1.0942191046352163,PA14_03560
289,1.6559982034481893,1.635188514736884,1.787526303400701,1.6546000785326573,PA14_03580
290,1.9581530992670269,1.907947388418925,2.2740780534898177,2.0751939456616775,PA14_03590
291,1.689773798345802,1.621951051233999,1.920396618794808,1.736410897027511,PA14_03610
292,0.6814503338442337,0.7478095586913596,0.9667089583281108,1.0483955549409363,PA14_03620
293,0.663708468293901,0.546172992406432,0.7830643082108372,0.8489563493363974,PA14_03630
294,1.3342034471991318,1.3977946612543108,1.7637109312412698,1.5447826538667313,cysA
295,1.1247382171684395,1.2565876247488663,1.62344384672477,1.3907936680811315,cysW
296,1.0579870308449004,1.2012407916903374,1.5873167488636468,1.3881250265184057,cysT
297,1.4750079366903655,1.5869230828258782,2.0531167173609712,1.9025437382092303,sbp
298,1.8330856061658998,1.7916170841795889,2.3161875873155884,2.1128405969986153,PA14_03710
299,1.3102285651100045,1.213142277702801,1.361178798635019,1.2910507676002414,PA14_03720
300,2.2062419377856006,2.0818145175163436,2.3051829533000463,2.166087222772266,PA14_03730
301,0.45570968197527534,0.49940906015851266,0.5547607997055064,0.7875486325926742,PA14_03760
302,0.584293073880098,0.5605159460085085,0.6722730688197307,0.9117924811683322,speB1
303,1.4003293867741586,1.366017748203888,1.6153484623647223,1.5399945291473989,PA14_03780
304,1.9244161950481664,1.8429955014588648,2.012875465391355,1.945442596556518,PA14_03790
305,2.222204744601933,2.138315734701336,2.351574863815512,2.1953879856840928,oprE
306,1.630763762201213,1.5879360278939298,1.7748218898031185,1.683661383933113,aguA
307,1.0255592826115583,1.0572172203289205,1.052023546106666,1.1663265298064478,aguB
308,1.18416475604893,1.104201314007283,1.262936348367167,1.3077075951866906,aguR
309,1.4444009682964811,1.4385667549755607,1.6233220374197832,1.5479751450838994,PA14_03855
310,2.4093894259949895,2.3189238659118114,2.4849632851566525,2.3785099344727656,PA14_03860
311,2.3934722710011265,2.3143367221764826,2.4720019049176463,2.3782700865385924,spuA
312,1.92402468147995,1.8100023213943193,1.9764398144165785,1.8547933550846218,spuB
313,2.2380179305612535,2.1347722850187325,2.2482006122693616,2.1088377528092614,spuC
314,2.805369390915156,2.7976982189607056,2.821532149282169,2.7554630161891915,spuD
315,2.0634618355593504,2.023583359793226,2.084655592165772,2.009241983059092,spuE
316,1.9107178100398203,1.886269660235784,1.9456192965366,1.8678990717217054,spuF
317,2.030150079893278,1.98174852975544,2.0939314822130815,1.968667653193674,spuG
318,1.9807172708688843,1.8867041805041302,1.9918201811987906,1.813472947413412,spuH
319,1.108816949008792,1.0783751278441898,1.2147470158005167,1.2225431202898385,PA14_03980
320,1.3408944415815387,1.344553047644617,1.5163863301869691,1.4380813199378923,PA14_04000
